mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
14	14	55/2	0.5	3/8	3/8	2/4	2	1		V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	28	1.5	0	0	2/4	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
15	15	59/2	0.5	3/8	3/8	2/4	2	1		ii6/V		A	I		ii6/V		ii		6		V			m	0	0	0, 4, 3		3	0
16	16	30	1.0	0	0	2/4	2	1		V(4)/V}		A	I		V(4)/V		V			4	V		}	M	0	0	2, 1, 3		2	2
16	16	31	1.0	1/4	1/4	2/4	2	1		V/V|HC		A	I		V/V		V				V	HC		M	0	0	2, 6, 3		2	2
17	17	32	1.0	0	0	2/4	2	1		V.V{		A	V		V		V						{	M	0	0	1, 5, 2		1	1
17	17	33	1.0	1/4	1/4	2/4	2	1		V2		A	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	18	34	1.0	0	0	2/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
18	18	35	1.0	1/4	1/4	2/4	2	1		V64		A	V		V64		V		64					M	0	0	2, 1, 5		1	2
19	19	36	1.0	0	0	2/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
19	19	37	1.0	1/4	1/4	2/4	2	1		V6		A	V		V6		V		6					M	0	0	5, 2, 1		1	5
20	20	38	1.0	0	0	2/4	2	1		vi7		A	V		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
20	20	39	1.0	1/4	1/4	2/4	2	1		V		A	V		V		V							M	0	0	1, 5, 2		1	1
21	21	40	1.0	0	0	2/4	2	1		IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
21	21	41	1.0	1/4	1/4	2/4	2	1		ii		A	V		ii		ii							m	0	0	2, -1, 3		2	2
22	22	42	2.0	0	0	2/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
23	23	44	1.0	0	0	2/4	2	1		ii		A	V		ii		ii							m	0	0	2, -1, 3		2	2
23	23	45	1.0	1/4	1/4	2/4	2	1		viio	V65	A	V		viio		vii	o						o	0	0	5, 2, -1		5	5
24	24	46	2.0	0	0	2/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
25	25	48	1.0	0	0	2/4	2	1		#viio7/ii		A	V		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
25	25	49	1.0	1/4	1/4	2/4	2	1		V65/ii		A	V		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
26	26	50	1.0	0	0	2/4	2	1		ii(4)		A	V		ii(4)		ii			4				m	0	0	2, 1, 3		2	2
26	26	51	1.0	1/4	1/4	2/4	2	1		ii		A	V		ii		ii							m	0	0	2, -1, 3		2	2
27	27	52	1.0	0	0	2/4	2	1		V(4)		A	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
27	27	53	1.0	1/4	1/4	2/4	2	1		V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	54	4.0	0	0	2/4	2	1		I}		A	V		I		I						}	M	0	0	0, 4, 1		0	0
28	28	55	0.0	1/4	1/4	2/4	2	1		|IAC		A	V									IAC			0	0				
29	29	56	0.0	0	0	2/4	2	1		{		A	V										{		0	0				
30	30	58	2.0	0	0	2/4	2	1		ii(+7)		A	V		ii(+7)		ii			+7				m	0	0	2, -1, 3	0	2	2
31	31	60	2.0	0	0	2/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
32	32	62	1.0	0	0	2/4	2	1		IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
32	32	63	3.0	1/4	1/4	2/4	2	1		ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
34	34	66	0.5	0	0	2/4	2	1		V2(4)		A	V		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
34	34	133/2	0.5	1/8	1/8	2/4	2	1		V2		A	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
34	34	67	1.0	1/4	1/4	2/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
35	35	68	1.0	0	0	2/4	2	1		IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
35	35	69	0.5	1/4	1/4	2/4	2	1		V(64)		A	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
35	35	139/2	0.5	3/8	3/8	2/4	2	1		V		A	V		V		V							M	0	0	1, 5, 2		1	1
36	36	70	2.0	0	0	2/4	2	1		I|PAC}		A	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
36	36	71	0.0	1/4	1/4	2/4	2	1		{		A	V										{		0	0				
37	37	72	2.0	0	0	2/4	2	1		V2		A	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
38	38	74	2.0	0	0	2/4	2	1		I6}		A	V		I6		I		6				}	M	0	0	4, 1, 0		0	4
39	39	76	2.0	0	0	2/4	2	1		I{		A	V		I		I						{	M	0	0	0, 4, 1		0	0
40	40	78	2.0	0	0	2/4	2	1		ii(+7)		A	V		ii(+7)		ii			+7				m	0	0	2, -1, 3	0	2	2
41	41	80	2.0	0	0	2/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
42	42	82	1.0	0	0	2/4	2	1		IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
42	42	83	3.0	1/4	1/4	2/4	2	1		ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
44	44	86	1.0	0	0	2/4	2	1		V2		A	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
44	44	87	0.5	1/4	1/4	2/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
44	44	175/2	0.5	3/8	3/8	2/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
45	45	88	1.0	0	0	2/4	2	1		IV	ii6	A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
45	45	89	0.5	1/4	1/4	2/4	2	1		V(4)		A	V		V(4)		V			4				M	0	0	1, 0, 2		1	1
45	45	179/2	0.5	3/8	3/8	2/4	2	1		V		A	V		V		V							M	0	0	1, 5, 2		1	1
46	46			0	0	2/4	2	1	1	I|PAC}		A	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
47	46	90	4.0	0	0	2/4	2	1	2	I|PAC}		A	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
48	47	92	0.0	0	0	2/4	2	1		{		A	V										{		0	0				
49	48	94	2.0	0	0	2/4	2	1		IV64		A	V		IV64		IV		64					M	0	0	0, -1, 3		-1	0
50	49	96	1.0	0	0	2/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
50	49	97	1.0	1/4	1/4	2/4	2	1		ii		A	V		ii		ii							m	0	0	2, -1, 3		2	2
51	50	98	0.5	0	0	2/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
51	50	197/2	0.5	1/8	1/8	2/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
51	50	99	0.5	1/4	1/4	2/4	2	1		V6		A	V		V6		V		6					M	0	0	5, 2, 1		1	5
51	50	199/2	0.5	3/8	3/8	2/4	2	1		V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	51	100	0.5	0	0	2/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
52	51	201/2	0.5	1/8	1/8	2/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
52	51	101	0.5	1/4	1/4	2/4	2	1		V6		A	V		V6		V		6					M	0	0	5, 2, 1		1	5
52	51	203/2	0.5	3/8	3/8	2/4	2	1		V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	52	102	0.5	0	0	2/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
53	52	205/2	1.0	1/8	1/8	2/4	2	1		IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
53	52	207/2	0.5	3/8	3/8	2/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
54	53	104	1.0	0	0	2/4	2	1		ii7(4)	viio6(62)	A	V		ii7(4)		ii		7	4				mm7	0	0	2, 1, 3, 0		2	2
54	53	105	1.0	1/4	1/4	2/4	2	1		I|IAC}		A	V		I		I					IAC	}	M	0	0	0, 4, 1		0	0
54	53	211/2	0.0	3/8	3/8	2/4	2	1		{		A	V										{		0	0				
55	54	106	1.0	0	0	2/4	2	1		V65/vi		A	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
55	54	107	1.0	1/4	1/4	2/4	2	1		vi		A	V		vi		vi							m	0	0	3, 0, 4		3	3
56	55	108	1.0	0	0	2/4	2	1		V65/IV		A	V		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
56	55	109	1.0	1/4	1/4	2/4	2	1		IV		A	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
57	56	110	1.0	0	0	2/4	2	1		V65/ii		A	V		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
57	56	111	0.5	1/4	1/4	2/4	2	1		ii		A	V		ii		ii							m	0	0	2, -1, 3		2	2
57	56	223/2	0.5	3/8	3/8	2/4	2	1		vii%65		A	V		vii%65		vii	%	65					%7	0	0	2, -1, 3, 5		5	2
58	57	112	0.5	0	0	2/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
58	57	225/2	0.5	1/8	1/8	2/4	2	1		#viio65/ii		A	V		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
58	57	113	1.0	1/4	1/4	2/4	2	1		ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
59	58	114	2.0	0	0	2/4	2	1		iv/ii		A	V		iv/ii		iv				ii			m	0	0	1, -2, 2		1	1
60	59	116	1.0	0	0	2/4	2	1		V(4)/ii}		A	V		V(4)/ii		V			4	ii		}	M	0	0	3, 2, 4		3	3
60	59	117	1.0	1/4	1/4	2/4	2	1		V/ii|HC		A	V		V/ii		V				ii	HC		M	0	0	3, 7, 4		3	3
61	60	118	1.0	0	0	2/4	2	1		vi.V{		A	vi		V		V						{	M	0	1	1, 5, 2		1	1
61	60	119	1.0	1/4	1/4	2/4	2	1		V2		A	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
62	61	120	1.0	0	0	2/4	2	1		i6		A	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
62	61	121	1.0	1/4	1/4	2/4	2	1		V64		A	vi		V64		V		64					M	0	1	2, 1, 5		1	2
63	62	122	1.0	0	0	2/4	2	1		I		A	vi		I		I							M	0	1	0, 4, 1		0	0
63	62	123	1.0	1/4	1/4	2/4	2	1		V6		A	vi		V6		V		6					M	0	1	5, 2, 1		1	5
64	63	124	1.0	0	0	2/4	2	1		#vio(+7)		A	vi		#vio(+7)		#vi	o		+7				o	0	1	3, 0, -3	1	3	3
64	63	125	1.0	1/4	1/4	2/4	2	1		V		A	vi		V		V							M	0	1	1, 5, 2		1	1
65	64	126	2.0	0	0	2/4	2	1		bII6		A	vi		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
66	65	128	2.0	0	0	2/4	2	1		i6		A	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
67	66	130	2.0	0	0	2/4	2	1		V2/VII		A	vi		V2/VII		V		2		VII			Mm7	0	1	-3, -1, 3, 0		-1	-3
68	67	132	1.0	0	0	2/4	2	1		VII6		A	vi		VII6		VII		6					M	0	1	2, -1, -2		-2	2
68	67	133	1.0	1/4	1/4	2/4	2	1		#viio7		A	vi		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
69	68	134	0.5	0	0	2/4	2	1		i		A	vi		i		i							m	0	1	0, -3, 1		0	0
69	68	269/2	0.5	1/8	1/8	2/4	2	1		iv		A	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
69	68	135	0.5	1/4	1/4	2/4	2	1		V(64)		A	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
69	68	271/2	0.5	3/8	3/8	2/4	2	1		V		A	vi		V		V							M	0	1	1, 5, 2		1	1
70	69	136	1.0	0	0	2/4	2	1		V(4)/VII|EC		A	vi		V(4)/VII		V			4	VII	EC		M	0	1	-1, -2, 0		-1	-1
70	69	137	1.0	1/4	1/4	2/4	2	1		V7/VII		A	vi		V7/VII		V		7		VII			Mm7	0	1	-1, 3, 0, -3		-1	-1
71	70	138	1.0	0	0	2/4	2	1		V(4)/III		A	vi		V(4)/III		V			4	III			M	0	1	-2, -3, -1		-2	-2
71	70	139	1.0	1/4	1/4	2/4	2	1		V7/III		A	vi		V7/III		V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
72	71	140	1.0	0	0	2/4	2	1		III(4)}		A	vi		III(4)		III			4			}	M	0	1	-3, -4, -2		-3	-3
72	71	141	1.0	1/4	1/4	2/4	2	1		III|IAC		A	vi		III		III					IAC		M	0	1	-3, 1, -2		-3	-3
73	72	142	1.0	0	0	2/4	2	1		i6{		A	vi		i6		i		6				{	m	0	1	-3, 1, 0		0	-3
73	72	143	0.5	1/4	1/4	2/4	2	1		#viio6		A	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
73	72	287/2	0.5	3/8	3/8	2/4	2	1		#viio		A	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
74	73	144	0.5	0	0	2/4	2	1		i		A	vi		i		i							m	0	1	0, -3, 1		0	0
74	73	289/2	0.5	1/8	1/8	2/4	2	1		i6		A	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
74	73	145	0.5	1/4	1/4	2/4	2	1		#viio6		A	vi		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
74	73	291/2	0.5	3/8	3/8	2/4	2	1		#viio		A	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
75	74	146	0.5	0	0	2/4	2	1		i		A	vi		i		i							m	0	1	0, -3, 1		0	0
75	74	293/2	0.5	1/8	1/8	2/4	2	1		i6		A	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
75	74	147	1.0	1/4	1/4	2/4	2	1		ii/VI		A	vi		ii/VI		ii				VI			m	0	1	-2, -5, -1		-2	-2
76	75	148	1.0	0	0	2/4	2	1		IV64/VI		A	vi		IV64/VI		IV		64		VI			M	0	1	-4, -5, -1		-5	-4
76	75	149	1.0	1/4	1/4	2/4	2	1		V65/VI		A	vi		V65/VI		V		65		VI			Mm7	0	1	1, -2, -5, -3		-3	1
77	76	150	1.0	0	0	2/4	2	1		VI		A	vi		VI		VI							M	0	1	-4, 0, -3		-4	-4
77	76	151	1.0	1/4	1/4	2/4	2	1		#viio7/vii		A	vi		#viio7/vii		#vii	o	7		vii			o7	0	1	3, 0, -3, -6		3	3
78	77	152	1.0	0	0	2/4	2	1		vii		A	vi		vii		vii							m	0	1	-2, -5, -1		-2	-2
78	77	153	1.0	1/4	1/4	2/4	2	1		#viio7		A	vi		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
79	78	154	1.0	0	0	2/4	2	1		I		A	vi		I		I							M	0	1	0, 4, 1		0	0
79	78	155	1.0	1/4	1/4	2/4	2	1		viio7/V/v		A	vi		viio7/V/v		vii	o	7		V/v			o7	0	1	7, 4, 1, -2		7	7
80	79	156	1.0	0	0	2/4	2	1		V(64)/V}		A	vi		V(64)/V		V			64	V		}	M	0	1	2, 1, 5		2	2
80	79	157	1.0	1/4	1/4	2/4	2	1		V/V|HC		A	vi		V/V		V				V	HC		M	0	1	2, 6, 3		2	2
81	80	158	2.0	0	0	2/4	2	1		iii.i{		A	iii		i		i						{	m	0	1	0, -3, 1		0	0
82	81	160	2.0	0	0	2/4	2	1		iv64		A	iii		iv64		iv		64					m	0	1	0, -1, -4		-1	0
83	82	162	1.0	0	0	2/4	2	1		i6		A	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
83	82	163	1.0	1/4	1/4	2/4	2	1		iio		A	iii		iio		ii	o						o	0	1	2, -1, -4		2	2
84	83	164	0.5	0	0	2/4	2	1		i		A	iii		i		i							m	0	1	0, -3, 1		0	0
84	83	329/2	0.5	1/8	1/8	2/4	2	1		V2		A	iii		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
84	83	165	0.5	1/4	1/4	2/4	2	1		i6		A	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
84	83	331/2	0.5	3/8	3/8	2/4	2	1		V65		A	iii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
85	84	166	0.5	0	0	2/4	2	1		i		A	iii		i		i							m	0	1	0, -3, 1		0	0
85	84	333/2	0.5	1/8	1/8	2/4	2	1		V2		A	iii		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
85	84	167	0.5	1/4	1/4	2/4	2	1		i6		A	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
85	84	335/2	0.5	3/8	3/8	2/4	2	1		V65		A	iii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
86	85	168	0.5	0	0	2/4	2	1		i		A	iii		i		i							m	0	1	0, -3, 1		0	0
86	85	337/2	0.5	1/8	1/8	2/4	2	1		ii%7		A	iii		ii%7		ii	%	7					%7	0	1	2, -1, -4, 0		2	2
86	85	169	0.5	1/4	1/4	2/4	2	1		i6		A	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
86	85	339/2	0.5	3/8	3/8	2/4	2	1		#vio6		A	iii		#vio6		#vi	o	6					o	0	1	0, -3, 3		3	0
87	86	170	0.5	0	0	2/4	2	1		#viio6		A	iii		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
87	86	341/2	0.5	1/8	1/8	2/4	2	1		i		A	iii		i		i							m	0	1	0, -3, 1		0	0
87	86	171	1.0	1/4	1/4	2/4	2	1		#viio7		A	iii		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
88	87	172	0.5	0	0	2/4	2	1		i		A	iii		i		i							m	0	1	0, -3, 1		0	0
88	87	345/2	0.5	1/8	1/8	2/4	2	1		iv		A	iii		iv		iv							m	0	1	-1, -4, 0		-1	-1
88	87	173	0.5	1/4	1/4	2/4	2	1		V(64)		A	iii		V(64)		V			64				M	0	1	1, 0, -3		1	1
88	87	347/2	0.5	3/8	3/8	2/4	2	1		V		A	iii		V		V							M	0	1	1, 5, 2		1	1
89	88	174	1.0	0	0	2/4	2	1		V(4)/vii|EC		A	iii		V(4)/vii		V			4	vii	EC		M	0	1	-1, -2, 0		-1	-1
89	88	175	1.0	1/4	1/4	2/4	2	1		V7/vii		A	iii		V7/vii		V		7		vii			Mm7	0	1	-1, 3, 0, -3		-1	-1
90	89	176	1.0	0	0	2/4	2	1		V(4)/III		A	iii		V(4)/III		V			4	III			M	0	1	-2, -3, -1		-2	-2
90	89	177	1.0	1/4	1/4	2/4	2	1		V7/III		A	iii		V7/III		V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
91	90	178	1.0	0	0	2/4	2	1		III(4)}		A	iii		III(4)		III			4			}	M	0	1	-3, -4, -2		-3	-3
91	90	179	1.0	1/4	1/4	2/4	2	1		III|IAC		A	iii		III		III					IAC		M	0	1	-3, 1, -2		-3	-3
92	91	180	1.0	0	0	2/4	2	1		i6{		A	iii		i6		i		6				{	m	0	1	-3, 1, 0		0	-3
92	91	181	0.5	1/4	1/4	2/4	2	1		#viio6		A	iii		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
92	91	363/2	0.5	3/8	3/8	2/4	2	1		#viio		A	iii		#viio		#vii	o						o	0	1	5, 2, -1		5	5
93	92	182	0.5	0	0	2/4	2	1		i		A	iii		i		i							m	0	1	0, -3, 1		0	0
93	92	365/2	0.5	1/8	1/8	2/4	2	1		i6		A	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
93	92	183	0.5	1/4	1/4	2/4	2	1		#viio6		A	iii		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
93	92	367/2	0.5	3/8	3/8	2/4	2	1		#viio		A	iii		#viio		#vii	o						o	0	1	5, 2, -1		5	5
94	93	184	0.5	0	0	2/4	2	1		i		A	iii		i		i							m	0	1	0, -3, 1		0	0
94	93	369/2	0.5	1/8	1/8	2/4	2	1		i6		A	iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
94	93	185	1.0	1/4	1/4	2/4	2	1		ii/VI		A	iii		ii/VI		ii				VI			m	0	1	-2, -5, -1		-2	-2
95	94	186	1.0	0	0	2/4	2	1		IV64/VI		A	iii		IV64/VI		IV		64		VI			M	0	1	-4, -5, -1		-5	-4
95	94	187	1.0	1/4	1/4	2/4	2	1		V65/VI		A	iii		V65/VI		V		65		VI			Mm7	0	1	1, -2, -5, -3		-3	1
96	95	188	2.0	0	0	2/4	2	1		I.I}{		A	I		I		I						}{	M	0	0	0, 4, 1		0	0
97	96	190	2.0	0	0	2/4	2	1		IV64		A	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
98	97	192	1.0	0	0	2/4	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
98	97	193	1.0	1/4	1/4	2/4	2	1		ii		A	I		ii		ii							m	0	0	2, -1, 3		2	2
99	98	194	0.5	0	0	2/4	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
99	98	389/2	0.5	1/8	1/8	2/4	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
99	98	195	0.5	1/4	1/4	2/4	2	1		V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
99	98	391/2	0.5	3/8	3/8	2/4	2	1		V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
100	99	196	0.5	0	0	2/4	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
100	99	393/2	0.5	1/8	1/8	2/4	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
100	99	197	0.5	1/4	1/4	2/4	2	1		V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
100	99	395/2	0.5	3/8	3/8	2/4	2	1		V7		A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
101	100	198	0.5	0	0	2/4	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
101	100	397/2	1.0	1/8	1/8	2/4	2	1		IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
101	100	399/2	0.5	3/8	3/8	2/4	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
102	101	200	0.5	0	0	2/4	2	1		ii7(4)	viio6(62)	A	I		ii7(4)		ii		7	4				mm7	0	0	2, 1, 3, 0		2	2
102	101	401/2	0.5	1/8	1/8	2/4	2	1		viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
102	101	201	1.0	1/4	1/4	2/4	2	1		I|IAC}		A	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
103	102	202	2.0	0	0	2/4	2	1		vii%43/IV{		A	I		vii%43/IV		vii	%	43		IV		{	%7	0	0	-2, 2, 4, 1		4	-2
104	103	204	2.0	0	0	2/4	2	1		IV6		A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
105	104	206	2.0	0	0	2/4	2	1		V2/V		A	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
106	105	208	2.0	0	0	2/4	2	1		V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
107	106	210	1.0	0	0	2/4	2	1		V}{		A	I		V		V						}{	M	0	0	1, 5, 2		1	1
107	106	211	1.0	1/4	1/4	2/4	2	1		V2		A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
108	107	212	1.0	0	0	2/4	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
108	107	213	1.0	1/4	1/4	2/4	2	1		V64		A	I		V64		V		64					M	0	0	2, 1, 5		1	2
109	108	214	1.0	0	0	2/4	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
109	108	215	1.0	1/4	1/4	2/4	2	1		V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
110	109	216	1.0	0	0	2/4	2	1		vi(+7)		A	I		vi(+7)		vi			+7				m	0	0	3, 0, 4	1	3	3
110	109	217	1.0	1/4	1/4	2/4	2	1		V		A	I		V		V							M	0	0	1, 5, 2		1	1
