mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	11	21	21	0.5	1/4	1/4	2/4	2	1		V(4)/iv	f	i		V(4)/iv		V			4	iv			M	1	1	0, -1, 1		0	0
11	11	43/2	43/2	0.5	3/8	3/8	2/4	2	1		V2/iv	f	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
12	12	22	22	1.0	0	0	2/4	2	1		iv6	f	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
12	12	23	23	1.0	1/4	1/4	2/4	2	1		iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
13	13	24	24	1.0	0	0	2/4	2	1		iv6	f	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
13	13	25	25	0.5	1/4	1/4	2/4	2	1		V(4)/III	f	i		V(4)/III		V			4	III			M	1	1	-2, -3, -1		-2	-2
13	13	51/2	51/2	0.5	3/8	3/8	2/4	2	1		V2/III	f	i		V2/III		V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
14	14	26	26	1.0	0	0	2/4	2	1		III.I6|IAC}{	f	III		I6		I		6			IAC	}{	M	1	0	4, 1, 0		0	4
14	14	27	27	0.5	1/4	1/4	2/4	2	1		viio6	f	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
14	14	55/2	55/2	0.5	3/8	3/8	2/4	2	1		vi6	f	III		vi6		vi		6					m	1	0	0, 4, 3		3	0
15	15	28	28	0.5	0	0	2/4	2	1		vii%7	f	III		vii%7		vii	%	7					%7	1	0	5, 2, -1, 3		5	5
15	15	57/2	57/2	1.5	1/8	1/8	2/4	2	1		V65	f	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
16	16	30	30	0.5	0	0	2/4	2	1		I	f	III		I		I							M	1	0	0, 4, 1		0	0
16	16	61/2	61/2	1.5	1/8	1/8	2/4	2	1		V	f	III		V		V							M	1	0	1, 5, 2		1	1
17	17	32	32	2.0	0	0	2/4	2	1		I6}	f	III		I6		I		6				}	M	1	0	4, 1, 0		0	4
17	17	33	33	0.0	1/4	1/4	2/4	2	1		{	f	III										{		1	0				
18	18	34	34	1.0	0	0	2/4	2	1		ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
18	18	35	35	1.0	1/4	1/4	2/4	2	1		V	f	III		V		V							M	1	0	1, 5, 2		1	1
19	19	36	36	1.0	0	0	2/4	2	1		vi	f	III		vi		vi							m	1	0	3, 0, 4		3	3
19	19	37	37	1.0	1/4	1/4	2/4	2	1		I6	f	III		I6		I		6					M	1	0	4, 1, 0		0	4
20	20	38	38	1.0	0	0	2/4	2	1		ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
20	20	39	39	1.0	1/4	1/4	2/4	2	1		V	f	III		V		V							M	1	0	1, 5, 2		1	1
21	21	40	40	2.0	0	0	2/4	2	1		vi|DC}	f	III		vi		vi					DC	}	m	1	0	3, 0, 4		3	3
22	22	42	42	6.0	0	0	2/4	2	1		V7/V{	f	III		V7/V		V		7		V		{	Mm7	1	0	2, 6, 3, 0		2	2
25	25	48	48	1.0	0	0	2/4	2	1		V(4)}	f	III		V(4)		V			4			}	M	1	0	1, 0, 2		1	1
25	25	49	49	1.0	1/4	1/4	2/4	2	1		V|HC	f	III		V		V					HC		M	1	0	1, 5, 2		1	1
26	26	50	50	2.0	0	0	2/4	2	1		I{	f	III		I		I						{	M	1	0	0, 4, 1		0	0
27	27	52	52	2.0	0	0	2/4	2	1		V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
28	28	54	54	2.0	0	0	2/4	2	1		I	f	III		I		I							M	1	0	0, 4, 1		0	0
29	29	56	56	2.0	0	0	2/4	2	1		V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
30	30	58	58	0.5	0	0	2/4	2	1		I	f	III		I		I							M	1	0	0, 4, 1		0	0
30	30	117/2	117/2	0.5	1/8	1/8	2/4	2	1		vi	f	III		vi		vi							m	1	0	3, 0, 4		3	3
30	30	59	59	0.5	1/4	1/4	2/4	2	1		I64	f	III		I64		I		64					M	1	0	1, 0, 4		0	1
30	30	119/2	119/2	0.5	3/8	3/8	2/4	2	1		IV	f	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
31	31	60	60	0.5	0	0	2/4	2	1		I6	f	III		I6		I		6					M	1	0	4, 1, 0		0	4
31	31	121/2	121/2	1.0	1/8	1/8	2/4	2	1		IV	f	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
31	31	123/2	123/2	0.5	3/8	3/8	2/4	2	1		ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
32	32	62	62	1.0	0	0	2/4	2	1		V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
32	32	63	63	1.0	1/4	1/4	2/4	2	1		V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
33	33	64	64	0.5	0	0	2/4	2	1		I|IAC}{	f	III		I		I					IAC	}{	M	1	0	0, 4, 1		0	0
33	33	129/2	129/2	0.5	1/8	1/8	2/4	2	1		vi	f	III		vi		vi							m	1	0	3, 0, 4		3	3
33	33	65	65	0.5	1/4	1/4	2/4	2	1		I64	f	III		I64		I		64					M	1	0	1, 0, 4		0	1
33	33	131/2	131/2	0.5	3/8	3/8	2/4	2	1		IV	f	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
34	34	66	66	0.5	0	0	2/4	2	1		I6	f	III		I6		I		6					M	1	0	4, 1, 0		0	4
34	34	133/2	133/2	1.5	1/8	1/8	2/4	2	1		IV	f	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
35	35	68	68	1.0	0	0	2/4	2	1		V(64)	f	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
35	35	69	69	1.0	1/4	1/4	2/4	2	1		V7	f	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
36	36		70		0	0	2/4	2	1	1	I|PAC}	f	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
37	36	70	72	2.0	0	0	2/4	2	1	2	I|PAC}	f	III		I		I					PAC	}	M	1	0	0, 4, 1		0	0
38	37	72	74	2.0	0	0	2/4	2	1		V/ii{	f	III		V/ii		V				ii		{	M	1	0	3, 7, 4		3	3
39	38	74	76	1.0	0	0	2/4	2	1		V65/V/ii	f	III		V65/V/ii		V		65		V/ii			Mm7	1	0	8, 5, 2, 4		4	8
39	38	75	77	1.0	1/4	1/4	2/4	2	1		V/ii	f	III		V/ii		V				ii			M	1	0	3, 7, 4		3	3
40	39	76	78	0.5	0	0	2/4	2	1		ii6(2)	f	III		ii6(2)		ii		6	2				m	1	0	-1, 3, 4		2	-1
40	39	153/2	157/2	0.5	1/8	1/8	2/4	2	1		ii6	f	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
40	39	77	79	1.0	1/4	1/4	2/4	2	1		ii%43/v	f	III		ii%43/v		ii	%	43		v			%7	1	0	-3, 1, 3, 0		3	-3
41	40	78	80	0.5	0	0	2/4	2	1		V7/v	f	III		V7/v		V		7		v			Mm7	1	0	2, 6, 3, 0		2	2
41	40	157/2	161/2	1.0	1/8	1/8	2/4	2	1		V(64)/v	f	III		V(64)/v		V			64	v			M	1	0	2, 1, -2		2	2
41	40	159/2	163/2	0.5	3/8	3/8	2/4	2	1		V7/v	f	III		V7/v		V		7		v			Mm7	1	0	2, 6, 3, 0		2	2
42	41	80	82	1.0	0	0	2/4	2	1		v	f	III		v		v							m	1	0	1, -2, 2		1	1
42	41	81	83	1.0	1/4	1/4	2/4	2	1		i.iv65	f	i		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
43	42	82	84	0.5	0	0	2/4	2	1		V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
43	42	165/2	169/2	1.0	1/8	1/8	2/4	2	1		V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
43	42	167/2	171/2	0.5	3/8	3/8	2/4	2	1		V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
44	43	84	86	1.0	0	0	2/4	2	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
44	43	85	87	1.0	1/4	1/4	2/4	2	1		VI6	f	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
45	44	86	88	1.0	0	0	2/4	2	1		#viio7	f	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
45	44	87	89	1.0	1/4	1/4	2/4	2	1		v6	f	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
46	45	88	90	1.0	0	0	2/4	2	1		ii%7(4)/V	f	i		ii%7(4)/V		ii	%	7	4	V			%7	1	1	3, 2, -3, 1		3	3
46	45	89	91	1.0	1/4	1/4	2/4	2	1		Fr6	f	i		Fr6	Fr	V		43	b5	V			Fr	1	1	-4, 0, 2, 6		2	-4
47	46	90	92	1.0	0	0	2/4	2	1		V|HC}	f	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
47	46	91	93	1.5	1/4	1/4	2/4	2	1		V7(9){	f	i		V7(9)		V		7	9			{	Mm7	1	1	1, 5, 2, -1	-4	1	1
48	47	185/2	189/2	1.5	1/8	1/8	2/4	2	1		i64	f	i		i64		i		64					m	1	1	1, 0, -3		0	1
49	48	94	96	0.5	0	0	2/4	2	1		V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
49	48	189/2	193/2	0.5	1/8	1/8	2/4	2	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
49	48	95	97	1.0	1/4	1/4	2/4	2	1		#viio43	f	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
50	49	96	98	1.0	0	0	2/4	2	1		i6	f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
50	49	97	99	0.5	1/4	1/4	2/4	2	1		V6	f	i		V6		V		6					M	1	1	5, 2, 1		1	5
50	49	195/2	199/2	0.5	3/8	3/8	2/4	2	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
51	50	98	100	0.5	0	0	2/4	2	1		V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
51	50	197/2	201/2	1.5	1/8	1/8	2/4	2	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
52	51	100	102	2.0	0	0	2/4	2	1		i6}	f	i		i6		i		6				}	m	1	1	-3, 1, 0		0	-3
52	51	101	103	0.0	1/4	1/4	2/4	2	1		{	f	i										{		1	1				
53	52	102	104	1.0	0	0	2/4	2	1		iio6	f	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
53	52	103	105	1.0	1/4	1/4	2/4	2	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
54	53	104	106	1.0	0	0	2/4	2	1		VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
54	53	105	107	1.0	1/4	1/4	2/4	2	1		i6	f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
55	54	106	108	1.0	0	0	2/4	2	1		iio6	f	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
55	54	107	109	1.0	1/4	1/4	2/4	2	1		V	f	i		V		V							M	1	1	1, 5, 2		1	1
56	55	108	110	2.0	0	0	2/4	2	1		VI|DC}	f	i		VI		VI					DC	}	M	1	1	-4, 0, -3		-4	-4
57	56	110	112	6.0	0	0	2/4	2	1		V7/V{	f	i		V7/V		V		7		V		{	Mm7	1	1	2, 6, 3, 0		2	2
60	59	116	118	1.0	0	0	2/4	2	1		V(4)}	f	i		V(4)		V			4			}	M	1	1	1, 0, 2		1	1
60	59	117	119	1.0	1/4	1/4	2/4	2	1		V|HC	f	i		V		V					HC		M	1	1	1, 5, 2		1	1
61	60	118	120	2.0	0	0	2/4	2	1		i{	f	i		i		i						{	m	1	1	0, -3, 1		0	0
62	61	120	122	2.0	0	0	2/4	2	1		V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
63	62	122	124	2.0	0	0	2/4	2	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
64	63	124	126	2.0	0	0	2/4	2	1		V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
65	64	126	128	0.5	0	0	2/4	2	1		i	f	i		i		i							m	1	1	0, -3, 1		0	0
65	64	253/2	257/2	0.5	1/8	1/8	2/4	2	1		VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
65	64	127	129	0.5	1/4	1/4	2/4	2	1		i64	f	i		i64		i		64					m	1	1	1, 0, -3		0	1
65	64	255/2	259/2	0.5	3/8	3/8	2/4	2	1		iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
66	65	128	130	0.5	0	0	2/4	2	1		i6	f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
66	65	257/2	261/2	1.0	1/8	1/8	2/4	2	1		iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
66	65	259/2	263/2	0.5	3/8	3/8	2/4	2	1		iio6	f	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
67	66	130	132	1.0	0	0	2/4	2	1		V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
67	66	131	133	1.0	1/4	1/4	2/4	2	1		V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
68	67	132	134	0.5	0	0	2/4	2	1		i|IAC}{	f	i		i		i					IAC	}{	m	1	1	0, -3, 1		0	0
68	67	265/2	269/2	0.5	1/8	1/8	2/4	2	1		VI	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
68	67	133	135	0.5	1/4	1/4	2/4	2	1		i64	f	i		i64		i		64					m	1	1	1, 0, -3		0	1
68	67	267/2	271/2	0.5	3/8	3/8	2/4	2	1		iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
69	68	134	136	0.5	0	0	2/4	2	1		i6	f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
69	68	269/2	273/2	1.5	1/8	1/8	2/4	2	1		iv	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
70	69	136	138	1.0	0	0	2/4	2	1		V(64)	f	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
70	69	137	139	1.0	1/4	1/4	2/4	2	1		V7	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
71	70		140		0	0	2/4	2	1	1	i|PAC}	f	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
72	70	138	142	2.0	0	0	2/4	2	1	2	i|PAC}	f	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
