mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
24	24	71	71	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	287							
24	24	285/4	285/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	288							
24	24	143/2	143/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	289							
24	24	287/4	287/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	290							
24	24	69	69	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	291							
25	25	72	72	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	292							
25	25	289/4	289/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	293							
25	25	145/2	145/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	294							
25	25	291/4	291/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	295							
25	25	73	73	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	296							
25	25	293/4	293/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	297							
25	25	147/2	147/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	298							
25	25	295/4	295/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	299							
25	25	74	74	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	300							
25	25	297/4	297/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	301							
25	25	149/2	149/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	302							
25	25	299/4	299/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	303							
25	25	72	72	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	304							
26	26	75	75	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	305							
26	26	301/4	301/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	306							
26	26	151/2	151/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	307							
26	26	303/4	303/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	308							
26	26	76	76	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	309							
26	26	305/4	305/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	310							
26	26	153/2	153/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	311							
26	26	307/4	307/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	312							
26	26	77	77	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	313							
26	26	309/4	309/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	314							
26	26	155/2	155/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	315							
26	26	311/4	311/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	316							
26	26	75	75	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	317							
27	27	78	78	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	318	articStaccatissimoAbove						
27	27	315/4	315/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	319							
27	27	79	79	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	320							1
27	27	80	80	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	321	ornamentShortTrill						
27	27	78	78	0.75		0	0	Chord	3/4	2	1	3/16		1/8	3/2	322	articStaccatissimoAbove						
27	27	315/4	315/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	323							
27	27	79	79	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	324							
27	27	80	80	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	325							
28	28		81	1.0	1	0	0	Chord	3/4	1	1	1/4		1/4	1	326							
28	28		165/2	0.5	1	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	327	articStaccatissimoBelow						
28	28		83	0.5	1	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	328	articStaccatissimoBelow						
28	28		167/2	0.5	1	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	329	articStaccatissimoBelow						
28	28		81	0.5	1	0	0	Chord	3/4	2	1	1/8		1/8	1	330							
28	28		163/2	0.5	1	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	331							
29	28	81	84	1.0	2	0	0	Chord	3/4	1	1	1/4		1/4	1	332							
29	28	81	84	0.5	2	0	0	Chord	3/4	2	1	1/8		1/8	1	333							
29	28	163/2	169/2	0.5	2	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	334							
29	28	165/2	171/2	0.5	2	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	335							2
29	28	83	86	0.5	2	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	336							2
29	28	167/2	173/2	0.5	2	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	337							
30	29	84	87	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	338							
30	29	337/4	349/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	339							
30	29	169/2	175/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	340							
30	29	339/4	351/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	341							
30	29	85	88	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	342							
30	29	341/4	353/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	343							
30	29	171/2	177/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	344							
30	29	343/4	355/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	345							
30	29	86	89	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	346							
30	29	345/4	357/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	347							
30	29	173/2	179/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	348							
30	29	347/4	359/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	349							
31	30	87	90	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	350							
31	30	349/4	361/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	351							
31	30	175/2	181/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	352							
31	30	351/4	363/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	353							
31	30	88	91	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	354							
31	30	353/4	365/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	355							
31	30	177/2	183/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	356							
31	30	355/4	367/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	357							
31	30	89	92	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	358							
31	30	357/4	369/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	359							
31	30	179/2	185/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	360							
31	30	359/4	371/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	361							
32	31	90	93	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	362							
32	31	361/4	373/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	363							
32	31	181/2	187/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	364							
32	31	363/4	375/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	365							
32	31	91	94	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	366							
32	31	365/4	377/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	367							
32	31	183/2	189/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	368							
32	31	367/4	379/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	369							
32	31	92	95	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	370							
32	31	369/4	381/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	371							
32	31	185/2	191/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	372							
32	31	371/4	383/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	373							
33	32	93	96	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	374							
33	32	373/4	385/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	375							
33	32	187/2	193/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	376							
33	32	375/4	387/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	377							
33	32	94	97	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	378							
33	32	377/4	389/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	379							
33	32	189/2	195/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	380							
33	32	379/4	391/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	381							
33	32	95	98	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	382							
33	32	381/4	393/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	383							
33	32	191/2	197/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	384							
33	32	383/4	395/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	385							
34	33	96	99	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	386							
34	33	385/4	397/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	387							
34	33	193/2	199/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	388							
34	33	387/4	399/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	389							
34	33	97	100	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	390							
34	33	389/4	401/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	391							
34	33	195/2	201/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	392							
34	33	391/4	403/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	393							
34	33	98	101	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	394							
34	33	393/4	405/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	395							
34	33	197/2	203/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	396							
34	33	395/4	407/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	397							
35	34	99	102	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	398							
35	34	397/4	409/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	399							
35	34	199/2	205/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	400							
35	34	399/4	411/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	401							
35	34	100	103	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	402							
35	34	401/4	413/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	403							
35	34	201/2	207/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	404							
35	34	403/4	415/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	405							
35	34	101	104	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	406							
35	34	405/4	417/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	407							
35	34	203/2	209/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	408							
35	34	407/4	419/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	409							
36	35	409/4	421/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	410							
36	35	205/2	211/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	411							
36	35	411/4	423/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	412							
36	35	103	106	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	413							
36	35	413/4	425/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	414							
36	35	207/2	213/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	415							
36	35	415/4	427/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	416							
36	35	104	107	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	417							
36	35	417/4	429/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	418							
36	35	209/2	215/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	419							
36	35	419/4	431/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	420							
36	35	102	105	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	421							
37	36	105	108	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	422							3
37	36	106	109	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	423	ornamentTurn						
37	36	105	108	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	424							
37	36	211/2	217/2	1.0		1/8	1/8	Chord	3/4	2	1	1/4		1/4	1	425							
37	36	213/2	219/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	426							
37	36	107	110	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	427							
37	36	215/2	221/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	428							
38	37	433/4	445/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	429							
38	37	217/2	223/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	430							
38	37	435/4	447/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	431							
38	37	109	112	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	432							
38	37	437/4	449/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	433							
38	37	219/2	225/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	434							
38	37	439/4	451/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	435							
38	37	110	113	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	436							
38	37	441/4	453/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	437							
38	37	221/2	227/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	438							
38	37	443/4	455/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	439							
38	37	108	111	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	440							
39	38	111	114	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	441							
39	38	445/4	457/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	442							
39	38	223/2	229/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	443							
39	38	447/4	459/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	444							
39	38	112	115	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	445							
39	38	449/4	461/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	446							
39	38	225/2	231/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	447							
39	38	451/4	463/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	448							
39	38	113	116	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	449							
39	38	453/4	465/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	450							
39	38	227/2	233/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	451							
39	38	455/4	467/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	452							
39	38	111	114	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	453							
40	39	114	117	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	454							
40	39	457/4	469/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	455							
40	39	229/2	235/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	456							
40	39	459/4	471/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	457							
40	39	115	118	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	458							
40	39	461/4	473/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	459							
40	39	231/2	237/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	460							
40	39	463/4	475/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	461							
40	39	116	119	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	462							
40	39	465/4	477/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	463							
40	39	233/2	239/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	464							
40	39	467/4	479/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	465							
40	39	114	117	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	466							
41	40	117	120	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	467							
41	40	469/4	481/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	468							
41	40	235/2	241/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	469							
41	40	471/4	483/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	470							
41	40	118	121	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	471							
41	40	473/4	485/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	472							
41	40	237/2	243/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	473							
41	40	475/4	487/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	474							
41	40	119	122	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	475							
41	40	477/4	489/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	476							
41	40	239/2	245/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	477							
41	40	479/4	491/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	478							
41	40	117	120	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	479							
42	41	120	123	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	480							
42	41	481/4	493/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	481							
42	41	241/2	247/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	482							
42	41	483/4	495/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	483							
42	41	121	124	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	484							
42	41	485/4	497/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	485							
42	41	243/2	249/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	486							
42	41	487/4	499/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	487							
42	41	122	125	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	488							
42	41	489/4	501/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	489							
42	41	245/2	251/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	490							
42	41	491/4	503/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	491							
42	41	120	123	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	492							
43	42	123	126	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	493							
43	42	493/4	505/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	494							
43	42	247/2	253/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	495							
43	42	495/4	507/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	496							
43	42	124	127	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	497							
43	42	497/4	509/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	498							
43	42	249/2	255/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	499							
43	42	499/4	511/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	500							
43	42	125	128	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	501							
43	42	501/4	513/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	502							
43	42	251/2	257/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	503							
43	42	503/4	515/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	504							
43	42	123	126	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	505							
44	43	126	129	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	506							
44	43	507/4	519/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	507							
44	43	127	130	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	508							4
44	43	128	131	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	509	ornamentShortTrill						
44	43	126	129	0.75		0	0	Chord	3/4	2	1	3/16		1/8	3/2	510							
44	43	507/4	519/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	511							
44	43	127	130	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	512							
44	43	128	131	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	513							
45	44	129	132	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	514							
45	44	517/4	529/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	515							
45	44	259/2	265/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	516							
45	44	519/4	531/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	517							
45	44	130	133	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	518							
45	44	521/4	533/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	519							
45	44	261/2	267/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	520							
45	44	523/4	535/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	521							
45	44	131	134	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	522							
45	44	525/4	537/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	523							
45	44	263/2	269/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	524							
45	44	527/4	539/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	525							
46	45	132	135	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	526							
46	45	529/4	541/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	527							
46	45	265/2	271/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	528							
46	45	531/4	543/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	529							
46	45	133	136	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	530							
46	45	533/4	545/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	531							
46	45	267/2	273/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	532							
46	45	535/4	547/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	533							
46	45	134	137	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	534							
46	45	537/4	549/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	535							
46	45	269/2	275/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	536							
46	45	539/4	551/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	537							
47	46	135	138	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	538							
47	46	541/4	553/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	539							
47	46	271/2	277/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	540							
47	46	543/4	555/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	541							
47	46	136	139	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	542							
47	46	545/4	557/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	543							
47	46	273/2	279/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	544							
47	46	547/4	559/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	545							
47	46	137	140	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	546							
47	46	549/4	561/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	547							
47	46	275/2	281/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	548							
47	46	551/4	563/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	549							
48	47	138	141	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	550							
48	47	553/4	565/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	551							
48	47	277/2	283/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	552							
48	47	555/4	567/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	553							
48	47	139	142	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	554							
48	47	557/4	569/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	555							
48	47	279/2	285/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	556							
48	47	559/4	571/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	557							
48	47	140	143	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	558							
48	47	561/4	573/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	559							
48	47	281/2	287/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	560							
48	47	563/4	575/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	561							
49	48	141	144	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	562							
49	48	565/4	577/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	563							
49	48	283/2	289/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	564							
49	48	567/4	579/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	565							
49	48	142	145	0.25		1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	566							
49	48	569/4	581/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	567							
49	48	285/2	291/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	568							
49	48	571/4	583/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	569							
49	48	143	146	0.25		1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	570							
49	48	573/4	585/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	571							
49	48	287/2	293/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	572							
49	48	575/4	587/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	573							
50	49	144	147	0.25		0	0	Chord	3/4	1	1	1/16		1/16	1	574							
50	49	577/4	589/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	575							
50	49	289/2	295/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	576							
50	49	579/4	591/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	577							
